song_name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
GDFR (feat. Sage The Gemini & Lookas),"['Flo Rida', 'Lookas', 'Sage The Gemini']",70,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,26rdOwwjC2UnweK3xeS58u,spotify:track:26rdOwwjC2UnweK3xeS58u,https://api.spotify.com/v1/tracks/26rdOwwjC2UnweK3xeS58u,https://api.spotify.com/v1/audio-analysis/26rdOwwjC2UnweK3xeS58u,190186,4
My Way (feat. Monty),"['Fetty Wap', 'Monty']",70,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,audio_features,1WoOzgvz6CgH4pX6a1RKGp,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,https://api.spotify.com/v1/audio-analysis/1WoOzgvz6CgH4pX6a1RKGp,213053,4
Nasty Freestyle,['T-Wayne'],66,0.779,0.472,11,-7.116,1,0.218,0.0577,0,0.114,0.412,135.051,audio_features,0PT7nlpo11hYYyfnBgtilT,spotify:track:0PT7nlpo11hYYyfnBgtilT,https://api.spotify.com/v1/tracks/0PT7nlpo11hYYyfnBgtilT,https://api.spotify.com/v1/audio-analysis/0PT7nlpo11hYYyfnBgtilT,142212,4
Only,"['Nicki Minaj', 'Drake', 'Lil Wayne', 'Chris Brown']",70,0.67,0.485,8,-7.272,0,0.737,0.409,0,0.0973,0.242,119.886,audio_features,4MRT0dDbhqFKl67WzhUbSw,spotify:track:4MRT0dDbhqFKl67WzhUbSw,https://api.spotify.com/v1/tracks/4MRT0dDbhqFKl67WzhUbSw,https://api.spotify.com/v1/audio-analysis/4MRT0dDbhqFKl67WzhUbSw,312027,4
I Don't Fuck With You,"['Big Sean', 'E-40']",71,0.822,0.734,1,-5.48,1,0.0738,0.0372,0,0.325,0.425,97.998,audio_features,7FYH5AW3bVfZHJIQpq3UOA,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,https://api.spotify.com/v1/tracks/7FYH5AW3bVfZHJIQpq3UOA,https://api.spotify.com/v1/audio-analysis/7FYH5AW3bVfZHJIQpq3UOA,284387,4
"Flex (Ooh, Ooh, Ooh)",['Rich Homie Quan'],66,0.728,0.62,2,-7.533,1,0.0434,0.038,0,0.342,0.885,81.998,audio_features,2LLFl56eIFGFlnrplUC26f,spotify:track:2LLFl56eIFGFlnrplUC26f,https://api.spotify.com/v1/tracks/2LLFl56eIFGFlnrplUC26f,https://api.spotify.com/v1/audio-analysis/2LLFl56eIFGFlnrplUC26f,176675,4
Truffle Butter,"['Nicki Minaj', 'Drake', 'Lil Wayne']",67,0.896,0.672,10,-6.875,0,0.0479,0.0525,3.14e-05,0.12,0.523,105.098,audio_features,3keUgTGEoZJt0QkzTB6kHg,spotify:track:3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg,219227,4
All Eyes On You (feat. Chris Brown & Nicki Minaj),"['Meek Mill', 'Chris Brown', 'Nicki Minaj']",71,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,audio_features,0hy1SOTEn9ifXTzOwnCwEr,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr,223973,4
Blessings,"['Big Sean', 'Drake']",66,0.789,0.621,10,-7.685,0,0.283,0.315,0,0.136,0.158,118.891,audio_features,1bzM1cd6oqFozdr4wK6HdR,spotify:track:1bzM1cd6oqFozdr4wK6HdR,https://api.spotify.com/v1/tracks/1bzM1cd6oqFozdr4wK6HdR,https://api.spotify.com/v1/audio-analysis/1bzM1cd6oqFozdr4wK6HdR,252040,4
No Type,['Rae Sremmurd'],71,0.888,0.483,6,-7.797,1,0.154,0.013,4.85e-06,0.0926,0.226,125.008,audio_features,4scpF6J5uMBvoh6sFB7EL1,spotify:track:4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,200080,4
CoCo,['O.T. Genasis'],67,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,audio_features,2JI71GHwq2LN8mtq3iCLYo,spotify:track:2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/tracks/2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo,239574,4
Hit the Quan - Throw the Flag Version,['iLoveMemphis'],54,0.747,0.486,8,-8.121,1,0.352,0.000176,0,0.0488,0.633,160.002,audio_features,4Kdn7vw98rMaKi3rMIZRIR,spotify:track:4Kdn7vw98rMaKi3rMIZRIR,https://api.spotify.com/v1/tracks/4Kdn7vw98rMaKi3rMIZRIR,https://api.spotify.com/v1/audio-analysis/4Kdn7vw98rMaKi3rMIZRIR,181081,4
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","['Macklemore & Ryan Lewis', 'Grandmaster Caz', 'Grandmaster Melle Mel', 'Eric Nally', 'Kool Moe Dee']",71,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,audio_features,5pfJsMwoRYKampPay8amX0,spotify:track:5pfJsMwoRYKampPay8amX0,https://api.spotify.com/v1/tracks/5pfJsMwoRYKampPay8amX0,https://api.spotify.com/v1/audio-analysis/5pfJsMwoRYKampPay8amX0,292593,4
Energy,['Drake'],70,0.743,0.571,11,-8.038,1,0.505,0.329,0,0.522,0.571,172.056,audio_features,79XrkTOfV1AqySNjVlygpW,spotify:track:79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/tracks/79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/audio-analysis/79XrkTOfV1AqySNjVlygpW,181933,4
Throw Sum Mo,"['Rae Sremmurd', 'Nicki Minaj', 'Young Thug']",66,0.854,0.645,6,-8.021,0,0.141,0.0417,0.000115,0.103,0.569,142.053,audio_features,5uqphUYsR45kPYplrYSAQh,spotify:track:5uqphUYsR45kPYplrYSAQh,https://api.spotify.com/v1/tracks/5uqphUYsR45kPYplrYSAQh,https://api.spotify.com/v1/audio-analysis/5uqphUYsR45kPYplrYSAQh,260453,4
Back To Back,['Drake'],69,0.635,0.472,8,-3.869,0,0.511,0.00898,0,0.117,0.373,174.008,audio_features,5lFDtgWsjRJu8fPOAyJIAK,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/tracks/5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/audio-analysis/5lFDtgWsjRJu8fPOAyJIAK,170638,4
Be Real,"['Kid Ink', 'DeJ Loaf']",62,0.762,0.611,9,-5.462,0,0.0876,0.122,0.000315,0.141,0.386,99.934,audio_features,2aYzt5nE3tBUMahasMUoOl,spotify:track:2aYzt5nE3tBUMahasMUoOl,https://api.spotify.com/v1/tracks/2aYzt5nE3tBUMahasMUoOl,https://api.spotify.com/v1/audio-analysis/2aYzt5nE3tBUMahasMUoOl,206760,4
Where Ya At,"['Future', 'Drake']",72,0.813,0.453,1,-6.941,1,0.338,0.0933,0,0.14,0.191,161.997,audio_features,5nN8BwAQDJDguq7Dpd3JQQ,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,https://api.spotify.com/v1/tracks/5nN8BwAQDJDguq7Dpd3JQQ,https://api.spotify.com/v1/audio-analysis/5nN8BwAQDJDguq7Dpd3JQQ,208027,4
Feeling Myself,"['Nicki Minaj', 'Beyoncé']",67,0.682,0.707,2,-5.611,1,0.207,0.453,0.00733,0.419,0.439,139.163,audio_features,5fyIGoaaKelzdyW8ELhYJZ,spotify:track:5fyIGoaaKelzdyW8ELhYJZ,https://api.spotify.com/v1/tracks/5fyIGoaaKelzdyW8ELhYJZ,https://api.spotify.com/v1/audio-analysis/5fyIGoaaKelzdyW8ELhYJZ,237840,4
Again,['Fetty Wap'],69,0.748,0.733,11,-4.421,0,0.072,0.0062,0,0.329,0.291,93.019,audio_features,3ESSGgWzRf1xvP7G5hHMhB,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,https://api.spotify.com/v1/tracks/3ESSGgWzRf1xvP7G5hHMhB,https://api.spotify.com/v1/audio-analysis/3ESSGgWzRf1xvP7G5hHMhB,312240,4
Jumpman (In the Style of Drake & Future) [Karaoke Version],['Instrumental King'],17,0.808,0.396,4,-4.967,1,0.124,0.00297,0.925,0.114,0.888,142.002,audio_features,7DH4e83LRgbABs6R7Eu7sF,spotify:track:7DH4e83LRgbABs6R7Eu7sF,https://api.spotify.com/v1/tracks/7DH4e83LRgbABs6R7Eu7sF,https://api.spotify.com/v1/audio-analysis/7DH4e83LRgbABs6R7Eu7sF,216338,4
The Night Is Still Young,['Nicki Minaj'],60,0.648,0.722,1,-6.083,0,0.054,0.00236,0.00611,0.141,0.669,127.968,audio_features,4bBrKDo8rchikwZOtmXbIH,spotify:track:4bBrKDo8rchikwZOtmXbIH,https://api.spotify.com/v1/tracks/4bBrKDo8rchikwZOtmXbIH,https://api.spotify.com/v1/audio-analysis/4bBrKDo8rchikwZOtmXbIH,227560,4
Hot Boy,['Bobby Shmurda'],45,0.859,0.5,9,-7.628,1,0.347,0.042,1.6e-05,0.0616,0.186,83.981,audio_features,0rFke7eNFHbGuGJUdRgjB2,spotify:track:0rFke7eNFHbGuGJUdRgjB2,https://api.spotify.com/v1/tracks/0rFke7eNFHbGuGJUdRgjB2,https://api.spotify.com/v1/audio-analysis/0rFke7eNFHbGuGJUdRgjB2,194561,4
Fun,"['Pitbull', 'Chris Brown']",63,0.793,0.774,0,-3.667,0,0.0478,0.156,0,0.193,0.547,113.967,audio_features,6Zo3wgDE076K2AuiGZF3CS,spotify:track:6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/tracks/6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/audio-analysis/6Zo3wgDE076K2AuiGZF3CS,202307,4
F*ck Up Some Commas,['Future'],73,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,audio_features,49zD0wr2S3d0lZPib0K4e1,spotify:track:49zD0wr2S3d0lZPib0K4e1,https://api.spotify.com/v1/tracks/49zD0wr2S3d0lZPib0K4e1,https://api.spotify.com/v1/audio-analysis/49zD0wr2S3d0lZPib0K4e1,237400,4
Know Yourself,['Drake'],69,0.735,0.41,11,-8.735,0,0.2,0.19,0,0.341,0.164,114.812,audio_features,5InOp6q2vvx0fShv3bzFLZ,spotify:track:5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/tracks/5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/audio-analysis/5InOp6q2vvx0fShv3bzFLZ,275840,4
Beg For It,"['Iggy Azalea', 'MØ']",51,0.805,0.745,10,-4.303,0,0.044,0.209,0.000129,0.0881,0.374,92.985,audio_features,7MQREx2p9bXdqm8WTGVkGI,spotify:track:7MQREx2p9bXdqm8WTGVkGI,https://api.spotify.com/v1/tracks/7MQREx2p9bXdqm8WTGVkGI,https://api.spotify.com/v1/audio-analysis/7MQREx2p9bXdqm8WTGVkGI,178107,4
All Day,"['Kanye West', 'Theophilus London', 'Allan Kingdom', 'Paul McCartney']",60,0.855,0.638,9,-4.968,0,0.143,0.0648,0,0.162,0.412,122.967,audio_features,79reBHqpRoWXaQbjBBY3UC,spotify:track:79reBHqpRoWXaQbjBBY3UC,https://api.spotify.com/v1/tracks/79reBHqpRoWXaQbjBBY3UC,https://api.spotify.com/v1/audio-analysis/79reBHqpRoWXaQbjBBY3UC,310907,4
This Could Be Us,['Rae Sremmurd'],72,0.718,0.692,5,-5.06,0,0.148,0.275,0,0.118,0.721,142.992,audio_features,4jTiyLlOJVJj3mCr7yfPQD,spotify:track:4jTiyLlOJVJj3mCr7yfPQD,https://api.spotify.com/v1/tracks/4jTiyLlOJVJj3mCr7yfPQD,https://api.spotify.com/v1/audio-analysis/4jTiyLlOJVJj3mCr7yfPQD,206307,4
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","['Flo Rida', 'Verdine White', 'Robin Thicke']",68,0.854,0.766,9,-4.697,0,0.141,0.0242,0,0.0793,0.784,118.004,audio_features,2S5LNtRVRPbXk01yRQ14sZ,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,https://api.spotify.com/v1/tracks/2S5LNtRVRPbXk01yRQ14sZ,https://api.spotify.com/v1/audio-analysis/2S5LNtRVRPbXk01yRQ14sZ,224258,4
Comfortable,['K CAMP'],67,0.775,0.417,7,-8.895,0,0.0974,0.72,0,0.125,0.608,109.956,audio_features,2BqQQXuBOuhaWeUP7okEx0,spotify:track:2BqQQXuBOuhaWeUP7okEx0,https://api.spotify.com/v1/tracks/2BqQQXuBOuhaWeUP7okEx0,https://api.spotify.com/v1/audio-analysis/2BqQQXuBOuhaWeUP7okEx0,211573,4
Try Me,['DeJ Loaf'],59,0.56,0.81,0,-8.029,0,0.0872,0.0071,7.93e-06,0.241,0.247,170.044,audio_features,2CY92qejUrhyPUASawNVRr,spotify:track:2CY92qejUrhyPUASawNVRr,https://api.spotify.com/v1/tracks/2CY92qejUrhyPUASawNVRr,https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr,217573,4
Antidote,['Travis Scott'],78,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,audio_features,1wHZx0LgzFHyeIZkUydNXq,spotify:track:1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq,262693,4
The Matrimony (feat. Usher),"['Wale', 'Usher']",56,0.416,0.712,5,-6.671,0,0.384,0.438,0,0.0642,0.581,78.015,audio_features,7vlPI45Zzzk0palLdKry4k,spotify:track:7vlPI45Zzzk0palLdKry4k,https://api.spotify.com/v1/tracks/7vlPI45Zzzk0palLdKry4k,https://api.spotify.com/v1/audio-analysis/7vlPI45Zzzk0palLdKry4k,395951,4
L.A.LOVE (la la) [feat. YG],"['Fergie', 'YG']",61,0.509,0.482,7,-6.965,1,0.176,0.0186,0,0.238,0.301,101.042,audio_features,5h2nC1QYVpK0AJra70Ja3p,spotify:track:5h2nC1QYVpK0AJra70Ja3p,https://api.spotify.com/v1/tracks/5h2nC1QYVpK0AJra70Ja3p,https://api.spotify.com/v1/audio-analysis/5h2nC1QYVpK0AJra70Ja3p,211512,4
White Iverson,['Post Malone'],82,0.674,0.568,7,-7.678,1,0.0349,0.216,0,0.0863,0.321,130.081,audio_features,6eT7xZZlB2mwyzJ2sUKG6w,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,256533,4
Apparently,['J. Cole'],71,0.801,0.543,5,-9.236,1,0.091,0.564,0,0.116,0.534,133.982,audio_features,1HNs07uZxZniPNmniw2GTa,spotify:track:1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/tracks/1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/audio-analysis/1HNs07uZxZniPNmniw2GTa,293040,4
Wet Dreamz,['J. Cole'],79,0.504,0.705,6,-8.205,0,0.364,0.0752,0,0.128,0.584,175.483,audio_features,6Ius4TC0L3cN74HT7ENE6e,spotify:track:6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,239320,4
R.I.C.O. (feat. Drake),"['Meek Mill', 'Drake']",74,0.727,0.599,1,-6.941,1,0.327,0.317,0,0.219,0.386,167.909,audio_features,0Y0TOsE1q11qgbi7c5WZsG,spotify:track:0Y0TOsE1q11qgbi7c5WZsG,https://api.spotify.com/v1/tracks/0Y0TOsE1q11qgbi7c5WZsG,https://api.spotify.com/v1/audio-analysis/0Y0TOsE1q11qgbi7c5WZsG,197133,3
Anaconda,['Nicki Minaj'],64,0.965,0.609,9,-6.229,1,0.196,0.0723,8.11e-06,0.268,0.628,129.992,audio_features,794F99D5BQHS5ZGRXAs7I5,spotify:track:794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/tracks/794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/audio-analysis/794F99D5BQHS5ZGRXAs7I5,260240,4
Legend,['Drake'],70,0.715,0.561,1,-7.605,1,0.0721,0.024,0,0.0769,0.297,100.076,audio_features,1ID1QFSNNxi0hiZCNcwjUC,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/tracks/1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/audio-analysis/1ID1QFSNNxi0hiZCNcwjUC,241853,4
How Many Times,"['DJ Khaled', 'Chris Brown', 'Lil Wayne', 'Big Sean']",57,0.798,0.704,10,-4.317,0,0.199,0.0937,0,0.308,0.867,116.016,audio_features,3uqez7AQId9NZ15UF9QW9M,spotify:track:3uqez7AQId9NZ15UF9QW9M,https://api.spotify.com/v1/tracks/3uqez7AQId9NZ15UF9QW9M,https://api.spotify.com/v1/audio-analysis/3uqez7AQId9NZ15UF9QW9M,263980,4
Black Widow,"['Iggy Azalea', 'Rita Ora']",64,0.741,0.726,3,-3.77,0,0.143,0.181,0.000189,0.111,0.527,163.991,audio_features,7pNC5ZIKtwUK0ReSpM3P9f,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/tracks/7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/audio-analysis/7pNC5ZIKtwUK0ReSpM3P9f,209423,4
10 Bands,['Drake'],69,0.835,0.756,7,-3.789,1,0.382,0.23,0,0.0801,0.87,173.0,audio_features,12d5QFwzh60IIHlsSnAvps,spotify:track:12d5QFwzh60IIHlsSnAvps,https://api.spotify.com/v1/tracks/12d5QFwzh60IIHlsSnAvps,https://api.spotify.com/v1/audio-analysis/12d5QFwzh60IIHlsSnAvps,177733,4
song_name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Fancy,"['Iggy Azalea', 'Charli XCX']",65,0.911,0.707,8,-4.136,1,0.0696,0.102,0,0.049,0.375,94.964,audio_features,3oiMJQAWVaxSubJ7b2VUtX,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/tracks/3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/audio-analysis/3oiMJQAWVaxSubJ7b2VUtX,199938,4
Timber,"['Pitbull', 'Kesha']",74,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,audio_features,3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,204160,4
The Monster,"['Eminem', 'Rihanna']",71,0.786,0.857,9,-3.765,1,0.0734,0.0514,0,0.112,0.581,110.038,audio_features,48RrDBpOSSl1aLVCalGl5C,spotify:track:48RrDBpOSSl1aLVCalGl5C,https://api.spotify.com/v1/tracks/48RrDBpOSSl1aLVCalGl5C,https://api.spotify.com/v1/audio-analysis/48RrDBpOSSl1aLVCalGl5C,250189,4
Black Widow,"['Iggy Azalea', 'Rita Ora']",64,0.741,0.726,3,-3.77,0,0.143,0.181,0.000189,0.111,0.527,163.991,audio_features,7pNC5ZIKtwUK0ReSpM3P9f,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/tracks/7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/audio-analysis/7pNC5ZIKtwUK0ReSpM3P9f,209423,4
Anaconda,['Nicki Minaj'],64,0.965,0.609,9,-6.229,1,0.196,0.0723,8.11e-06,0.268,0.628,129.992,audio_features,794F99D5BQHS5ZGRXAs7I5,spotify:track:794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/tracks/794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/audio-analysis/794F99D5BQHS5ZGRXAs7I5,260240,4
Show Me,"['Kid Ink', 'Chris Brown']",60,0.712,0.52,7,-7.325,1,0.0565,0.0382,0,0.134,0.645,98.096,audio_features,7uc39NPTNiu86GQxTUMzGT,spotify:track:7uc39NPTNiu86GQxTUMzGT,https://api.spotify.com/v1/tracks/7uc39NPTNiu86GQxTUMzGT,https://api.spotify.com/v1/audio-analysis/7uc39NPTNiu86GQxTUMzGT,217800,4
Hot Boy,['Bobby Shmurda'],45,0.859,0.5,9,-7.628,1,0.347,0.042,1.6e-05,0.0616,0.186,83.981,audio_features,0rFke7eNFHbGuGJUdRgjB2,spotify:track:0rFke7eNFHbGuGJUdRgjB2,https://api.spotify.com/v1/tracks/0rFke7eNFHbGuGJUdRgjB2,https://api.spotify.com/v1/audio-analysis/0rFke7eNFHbGuGJUdRgjB2,194561,4
Shower,['Becky G'],70,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
My Hitta,"['YG', 'Jeezy', 'Rich Homie Quan']",40,0.752,0.509,10,-6.794,0,0.141,0.13,0,0.141,0.648,85.5,audio_features,5G47DlluL671zo0k3OhoSm,spotify:track:5G47DlluL671zo0k3OhoSm,https://api.spotify.com/v1/tracks/5G47DlluL671zo0k3OhoSm,https://api.spotify.com/v1/audio-analysis/5G47DlluL671zo0k3OhoSm,236093,4
Lifestyle,"['Rich Gang', 'Young Thug', 'Rich Homie Quan']",66,0.718,0.67,1,-5.236,1,0.227,0.0144,0,0.0851,0.517,88.764,audio_features,7DTlsMOQjGysXHpwwpHuPl,spotify:track:7DTlsMOQjGysXHpwwpHuPl,https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl,https://api.spotify.com/v1/audio-analysis/7DTlsMOQjGysXHpwwpHuPl,269693,4
No Mediocre,"['T.I.', 'Iggy Azalea']",60,0.78,0.45,1,-9.539,1,0.0465,0.0826,0,0.0809,0.178,95.486,audio_features,38aECKrbMv2F5FsYYCewCQ,spotify:track:38aECKrbMv2F5FsYYCewCQ,https://api.spotify.com/v1/tracks/38aECKrbMv2F5FsYYCewCQ,https://api.spotify.com/v1/audio-analysis/38aECKrbMv2F5FsYYCewCQ,201600,4
23,"['Mike WiLL Made-It', 'Wiz Khalifa', 'Juicy J', 'Miley Cyrus']",64,0.863,0.605,2,-5.231,1,0.0572,0.000366,3.71e-06,0.132,0.327,140.031,audio_features,20FZrLl9zSbO9b3DhaqO6M,spotify:track:20FZrLl9zSbO9b3DhaqO6M,https://api.spotify.com/v1/tracks/20FZrLl9zSbO9b3DhaqO6M,https://api.spotify.com/v1/audio-analysis/20FZrLl9zSbO9b3DhaqO6M,252520,4
"White Walls (feat. ScHoolboy Q, Hollis)","['Macklemore & Ryan Lewis', 'Hollis', 'ScHoolboy Q']",62,0.767,0.782,7,-5.545,1,0.14,0.0541,0,0.338,0.827,116.491,audio_features,6I3KeXBT0E9MoMqYz8srVq,spotify:track:6I3KeXBT0E9MoMqYz8srVq,https://api.spotify.com/v1/tracks/6I3KeXBT0E9MoMqYz8srVq,https://api.spotify.com/v1/audio-analysis/6I3KeXBT0E9MoMqYz8srVq,220319,4
Studio,"['ScHoolboy Q', 'BJ The Chicago Kid']",68,0.644,0.581,8,-7.688,0,0.0505,0.0529,0,0.0611,0.586,133.965,audio_features,29gsi1zZrZxdStACmTQB0Z,spotify:track:29gsi1zZrZxdStACmTQB0Z,https://api.spotify.com/v1/tracks/29gsi1zZrZxdStACmTQB0Z,https://api.spotify.com/v1/audio-analysis/29gsi1zZrZxdStACmTQB0Z,278067,3
Believe Me,"['Lil Wayne', 'Drake']",60,0.84,0.483,10,-8.838,0,0.157,0.273,0,0.111,0.198,91.992,audio_features,6t2eIONH4Sax3R21QWiKNp,spotify:track:6t2eIONH4Sax3R21QWiKNp,https://api.spotify.com/v1/tracks/6t2eIONH4Sax3R21QWiKNp,https://api.spotify.com/v1/audio-analysis/6t2eIONH4Sax3R21QWiKNp,337640,4
0 To 100 / The Catch Up,['Drake'],69,0.707,0.709,11,-3.979,0,0.34,0.763,0,0.274,0.501,89.094,audio_features,4jtyUzZm9WLc2AdaJ1dso7,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,https://api.spotify.com/v1/tracks/4jtyUzZm9WLc2AdaJ1dso7,https://api.spotify.com/v1/audio-analysis/4jtyUzZm9WLc2AdaJ1dso7,275227,4
Pills N Potions,['Nicki Minaj'],60,0.426,0.615,2,-8.048,1,0.164,0.00776,8.16e-06,0.0456,0.186,169.478,audio_features,2bkyTJ4bAnc8a5ly3dg9DX,spotify:track:2bkyTJ4bAnc8a5ly3dg9DX,https://api.spotify.com/v1/tracks/2bkyTJ4bAnc8a5ly3dg9DX,https://api.spotify.com/v1/audio-analysis/2bkyTJ4bAnc8a5ly3dg9DX,268000,4
We Dem Boyz,['Wiz Khalifa'],70,0.717,0.862,8,-4.736,1,0.054,0.00689,0,0.321,0.52,130.021,audio_features,1ULa3GfdMKs0MfRpm6xVlu,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,https://api.spotify.com/v1/tracks/1ULa3GfdMKs0MfRpm6xVlu,https://api.spotify.com/v1/audio-analysis/1ULa3GfdMKs0MfRpm6xVlu,224933,4
Fireball,"['Pitbull', 'John Ryan']",65,0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,audio_features,49eplIHvgCLY8HAgcaWrUb,spotify:track:49eplIHvgCLY8HAgcaWrUb,https://api.spotify.com/v1/tracks/49eplIHvgCLY8HAgcaWrUb,https://api.spotify.com/v1/audio-analysis/49eplIHvgCLY8HAgcaWrUb,235012,4
Rap God,['Eminem'],73,0.708,0.843,7,-2.678,1,0.305,0.398,0,0.793,0.633,148.164,audio_features,6or1bKJiZ06IlK0vFvY75k,spotify:track:6or1bKJiZ06IlK0vFvY75k,https://api.spotify.com/v1/tracks/6or1bKJiZ06IlK0vFvY75k,https://api.spotify.com/v1/audio-analysis/6or1bKJiZ06IlK0vFvY75k,363521,4
No Flex Zone,['Rae Sremmurd'],61,0.925,0.519,8,-6.055,1,0.104,0.00412,0,0.0971,0.247,120.08,audio_features,2L8cFPItBljPNJgPjTnuIf,spotify:track:2L8cFPItBljPNJgPjTnuIf,https://api.spotify.com/v1/tracks/2L8cFPItBljPNJgPjTnuIf,https://api.spotify.com/v1/audio-analysis/2L8cFPItBljPNJgPjTnuIf,231067,4
